空港 (テレサ・テンの曲)	く
偶然天使	く
空想ルンバ	く
question at me	Q
久遠 (宮野真守の曲)	く
九月の雨	く
臭いものにはフタをしろ!!	く
草競馬 (歌)	く
愚図 (研ナオコの曲)	く
口ゲンカしないで♪	く
くちづけ (BUCK-TICKの曲)	く
くちばしにチェリー	く
くちびるチャック	く
唇よ、熱く君を語れ	く
ケアレス・ウィスパー	け
経験	け
圭子の夢は夜ひらく	け
軽蔑していた愛情	け
汚れた街	け
激情	け
檄!帝国華撃団	け
激動	け
ゲゲゲの鬼太郎	け
化粧	け
消せない罪	け
決意の朝に	け
月華	け
月光 (鬼束ちひろの曲)	け
月光 (斉藤和義の曲)	け
月光 (TUBEの曲)	け
こあくまるんです	こ
CORE PRIDE	C
恋 (中孝介の曲)	こ
恋 (石川ひとみの曲)	こ
恋 （Pabo）	こ
恋 (松山千春の曲)	こ
恋色空	こ
恋うた (音速ラインの曲)	こ
恋唄綴り	こ
恋音	こ
恋☆カナ	こ
恋ごころ (小柳ルミ子の曲)	こ
KoIGoRoMo	K
コイシイヒト	こ
恋しくて	こ
恋しくて (BEGINの曲)	こ
さぁ	さ
サーキットの娘	さ
さぁ!恋人になろう	さ
サージェント・ペパー・インナー・グルーヴ	さ
サージェント・ペパーズ・ロンリー・ハーツ・クラブ・バンド	さ
サージェント・ペパーズ・ロンリー・ハーツ・クラブ・バンド (リプライズ)	さ
さあ太陽を呼んでこい	さ
Surprise!	S
サーフィン・JAPAN	さ
サーフライダー	さ
サーモスタットな夏 (曲)	さ
最強パレパレード	さ
最強○✕計画	さ
CYCLONE (曲)	C
Cyclone Effect	C
サイコー・エブリデイ!	さ
シアワセ	し
倖せさがして	し
しあわせ芝居	し
しあわせだいふく	し
幸せであるように	し
幸せであれ	し
しあわせな気持ち	し
幸せな結末	し
幸せなら手をたたこう	し
幸せにさよなら	し
幸せについて本気出して考えてみた	し
幸せになるために (松任谷由実の曲)	し
幸せになろう	し
しあわせの一番星	し
しあわせのうた〜風とおさんぽ〜	し
シアワセノカケラ	し
吸殻の風景	す
ずいずいずっころばし	す
彗星 (Salyuの曲)	す
水中花 (井上忠夫の曲)	す
スイッチが入ったら	す
Sweetie	S
Sweet Impact	S
sweet suicide summer story	S
SWEET SOUL REVUE	S
スウィート・チャイルド・オブ・マイン	す
SWEET DAYS	S
スウィートドーナッツ	す
スウィート・ドリームス (ビヨンセの曲)	す
SWEET DREAMS (松任谷由実の曲)	S
Sweetness	S
SWEET HEART MEMORY	S
There will be love there -愛のある場所-	T
ゼアズ・ア・プレイス	せ
SAY YES	S
セイヴ・ミー	せ
save your dream	S
正解はひとつ!じゃない!!	せ
星間飛行	せ
聖者の行進	せ
星条旗 (国歌) （アメリカ合衆国国歌）	せ
青春 (かぐや姫の曲)	せ
青春 (松山千春の曲)	せ
青春アミーゴ	せ
青春おでん	せ
青春・オン・ザ・ロード	せ
青春コレクション	せ
青春時代 (アリスの曲)	せ
蒼穹 (曲)	そ
蒼穹の光	そ
草原情歌	そ
草原の輝き (アグネス・チャンの曲)	そ
草原の人	そ
早春の港	そ
早春賦	そ
早春賦 (ザ・チルドレンの曲)	そ
早春物語 (原田知世の曲)	そ
創聖のアクエリオン (曲)	そ
そうだよ	そ
そうだよ。	そ
相談天国	そ
SOUL	S
ソウル・トレインのテーマ	そ
SO LONG (鈴木雅之の曲)	S
ダーク・ホース (曲)	た
DARLIN'	D
Darlin' (GRANRODEOの曲)	D
ダーリン (桑田佳祐の曲)	た
ダーリング (沢田研二の曲)	た
DIRTY OLD MAN 〜‎さらば夏よ〜‎	D
ターナーの汽罐車 –Tuner's Steamroller–	た
TERMINATED	T
ターンAターン	た
ダイ・アナザー・デイ	た
ダイアの花	た
Diamonds	D
ダイアモンド クレバス	た
Diamond Sparkle	D
tune the rainbow	T
タイガー&ドラゴン (曲) （クレイジーケンバンド）	た
チアルーガ!	ち
チェキ☆ラブ	ち
ちいさい秋みつけた	ち
小さな祈り〜P.S.アイラヴユー	ち
小さな木の実	ち
小さな経験	ち
ちいさな恋	ち
小さな恋の物語 (アグネス・チャンの曲)	ち
小さな倖せ	ち
小さなスナック	ち
小さな体験	ち
小さな翼	ち
小さな願い	ち
ちいさなぼくへ	ち
小さな星 (奥華子の曲)	ち
Chase the world	C
追憶 (五木ひろしの曲)	つ
追憶 (沢田研二の曲)	つ
追憶 (バーブラ・ストライサンドの曲)	つ
追憶 -Single Version-	つ
追憶の風	つ
追憶の瞳	つ
ツイスト・アンド・シャウト	つ
ついてないときのうた	つ
ついてゆくわ	つ
ツイン・テールの魔法	つ
痛快ウキウキ通り	つ
津軽海峡・冬景色	つ
津軽の海	つ
月 (桑田佳祐の曲)	つ
月 (みんなのうた)	つ
月あかり (村下孝蔵の曲)	つ
出会いのかけら	て
手編みのプレゼント	て
Dear (中島美嘉の曲)	D
Dear (ViViDの曲)	D
ティアーズ・イン・ヘヴン	て
Dear sweet heart	D
dear-dear DREAM	D
Dear Dream	D
ティアードロップス	て
Tear drops	T
Dear Snow	D
DAY AFTER DAY	D
Dear Prince〜テニスの王子様達へ〜	D
Dear Friends	D
Dear friend (Soweluの曲)	D
Dear Friend (中森明菜の曲)	D
DOOR (コブクロの曲)	D
ドアの向こう 〜SAYONARA T〜	と
ドアをノックするのは誰だ?	と
どいつもこいつも	と
トイレの神様	と
Do it! Now	D
To All Tha Dreamers	T
トゥ・オブ・アス	と
to the beginning	T
20th Party	2
20センチュリー・ボーイ	2
24/7 -TWENTY FOUR/SEVEN-	2
桃花源	と
同級生 (森昌子の曲)	と
東京 (桑田佳祐の曲)	と
東京 (浜田省吾の曲)	と
なあなあ	な
ナイアガラ音頭	な
Naissance	N
ナイショの話	な
ナイスな心意気	な
泣いちゃうかも	な
泣いているのは	な
泣いてたまるか	な
泣いてみりゃいいじゃん	な
ナイト・エンジェル	な
ナイトゲーム (西城秀樹の曲)	な
Night Music	N
NIGHT LINE	N
ナイヨ・ナイヨ・ナイト	な
19 (nineteen)	1
ナウ・アイム・ヒア	な
新潟ブルース	に
2億4千万の瞳	2
にが虫おじさん	に
肉体は正直なEROS	に
にくまれそうなNEWフェイス	に
憎みきれないろくでなし	に
虹 (Aqua Timezの曲)	に
虹 (合唱曲)	に
虹 (くるりの曲)	に
虹 (コブクロの曲)	に
虹 (電気グルーヴの曲)	に
虹 (ゆずの曲)	に
虹 (L'Arc〜en〜Cielの曲)	に
にじいろキャラチェンジ!	に
匂艶 THE NIGHT CLUB	に
虹色のSneaker	に
ヌイテル?	ぬ
NUDE (田原俊彦の曲)	N
裸 〜Nude〜	ぬ
ぬくもり	ぬ
nukumori	N
NAVY BLUE (Charの曲)	N
Never Could Say Good‐bye	N
ねえ （荻野目洋子）	ね
ねぇ (DREAMS COME TRUEの曲)	ね
ねぇ (Perfumeの曲)	ね
ねぇ (藤田麻衣子の曲)	ね
ね〜‎え?	ね
ねえ!気がついてよ	ね
NEOPHILIA	N
ネオ・ブラボー!!	ね
ネオメロドラマティック	ね
ねがい (秋川雅史の曲)	ね
ねがい (合唱曲)	ね
ねがい （榊原ゆい、茶太）	ね
ねがい （TiA）	ね
願い (中村雅俊の曲)	ね
能動的三分間	の
NO END SUMMER	N
ノー・クォーター	の
NO, Thank You!	N
Northern lights	N
NOT CRAZY TO ME	N
ノー・ノー・ボーイ (ザ・スパイダースの曲)	の
No buts!	N
NOBODY IS PERFECT	N
Nobody's Perfect	N
ノーバディ・トールド・ミー	の
NOBODY KNOWS	N
No brand girls	N
no vain	N
NOWHERE	N
ノー・モア・ミスター・ナイス・ガイ	の
バースディ	は
バースデーイヴ	は
パーティー・イズ・オーバー	は
パーティーはそのままに	は
PARTY PEOPLE	P
Party People (スガシカオの曲)	P
Party Play	P
ハート・オブ・グラス	は
HEART OF RAINBOW 〜愛の虹を渡って〜	H
Heart on Wave	H
HEART STATION	H
パートタイム・ラヴァー	は
ハートで勝負	は
ハート泥棒	は
PARTNERSHIP	P
ハートに火をつけて	は
Here & There	H
Here we are	H
ヒア・カムズ・ザ・サン	ひ
ヒア・ゼア・アンド・エヴリホエア	ひ
Piano (Charの曲)	P
ピアノ (The Birthdayの曲)	ひ
ピアノ (みんなのうた)	ひ
ビー・ア・スーパーマン	ひ
Be alive	B
ビーイング・フォー・ザ・ベネフィット・オブ・ミスター・カイト	ひ
Be With You (MAXの曲)	B
P.S.アイ・ラヴ・ユー	P
Be honest	B
Be 元気＜成せば成るっ!＞	B
ビー・ザ・マン	ひ
ピ〜ヒャラ小唄	ひ
ファースター	ふ
First impression (野猿の曲)	F
First Love (宇多田ヒカルの曲)	F
FIRST LOVE (鈴木雅之の曲)	F
ファーストレディになろう	ふ
FIREBALL (B'zの曲)	F
FIGHTING SPIRITS	F
ファイティングポーズはダテじゃない!	ふ
ファイト!!	ふ
fight (YUIの曲)	F
FIGHT OR FLIGHT	F
FINAL DISTANCE	F
Fine colorday	F
ファズ (ムックの曲)	ふ
ファット・ボトムド・ガールズ	ふ
ファット・マ・イズ・クリーニン・ザ・ルーム〜お掃除ママのうた〜	ふ
HEY! (10-FEETの曲)	H
HEY! (福山雅治の曲)	H
ベイサイド・セレナーデ	へ
平沙の北に	へ
ヘイ・ジュード	へ
ベイズン・ストリート・ブルース	へ
Hate tell a lie	H
ペイパーバック・ライター	へ
PAPERMOON	P
Hey! Bep-pin	H
ベイビー・アイ・メイク・ア・モーション	へ
ベイビー・イッツ・ユー	へ
Baby cruising Love	B
BABY! 恋にKNOCK OUT!	B
ベイビーズ・イン・ブラック	へ
ベイビー・スターダスト	へ
VOYAGER〜日付のない墓標	V
POINT OF VIEW POINT	P
貿易風にさらされて	ほ
放課後オーバーフロウ	ほ
坊がつる讃歌	ほ
ホウキ雲	ほ
ほうき星 (ユンナの曲)	ほ
忘却の空	ほ
忘却の天才 (曲)	ほ
望郷 (森進一の曲)	ほ
冒険してラッパピーヤ!	ほ
冒険者たち (THE ALFEEの曲)	ほ
冒険彗星	ほ
冒険でしょでしょ?	ほ
暴食系男子!!	ほ
宝石 (井上麻里奈の曲)	ほ
MARK YOURSELF	M
マーサ・マイ・ディア	ま
MARCH (原田真二の曲)	M
マーブル	ま
マーブルヒーロー	ま
マイアヒ・ライフ	ま
My wish My love	M
マイ・ウェイ	ま
マイガール (嵐の曲)	ま
My Girl (SUPERCARの曲)	M
マイ・ガール (テンプテーションズの曲)	ま
舞風 (曲)	ま
My graduation	M
My Generation	M
マイ・シェリー・アモール	ま
マイ・シャローナ	ま
見上げた流星	み
見上げてごらん夜の星を (曲)	み
ミ・アモーレ	み
ミー・アゲインスト・ザ・ミュージック	み
Meet again	M
ミーン・ミスター・マスタード	み
見えない翼	み
見えない星	み
三日月 (絢香の曲)	み
三日月に腰かけて	み
三日月ラプソディー	み
みかん (モーニング娘。の曲)	み
みかん色の恋	み
未完成 (郷ひろみの曲)	み
未完成ストライド	み
みかんの花咲く丘	み
Movin' on without you	M
Muda	M
MOON 〜‎月光〜‎ATTACK	M
MOON WALK	M
MOON SIGNAL	M
む〜んな気持ちはおセンチ	む
moonlight (MAXの曲)	M
ムーンライト・キッス	む
ムーンライト・シャドウ	む
MOONLIGHT SHADOW-月に吠えろ	M
MOON LIGHT STORY	M
ムーンライト・セレナーデ	む
ムーン・リバー	む
Moon Revenge	M
無縁坂 (曲)	む
向かいあわせ	む
メアリーの子羊	め
迷宮バタフライ	め
迷宮ラブソング	め
Make-up Shadow	M
Make My Day!	M
Make my day (新垣結衣の曲)	M
MAKE YOU SMILE	M
迷信 (曲)	め
メイズ参上!	め
冥夜花伝廊	め
迷路 (岡村孝子の曲)	め
迷惑でしょうが…	め
メーデー (BUMP OF CHICKENの曲)	め
メーデー歌（別名「聞け万国の労働者」。労働歌）	め
夫婦鏡	め
女神 (沢田研二の曲)	め
more than a million miles	M
モアザンワーズ	も
MORE FUN-KEY-WORD	M
More-more LOVERS!!	M
もいちど	も
もう青い鳥は飛ばない	も
もう一度…	も
もう一度 (倉木麻衣の曲)	も
もう一度君に逢いたい	も
もう一度、初めから	も
もう一度…and then	も
もう一度君に逢いたい	も
もういちど思春期	も
もう一度だけふり向いて	も
もう一度… feat.BENI	も
もう一度ふたりで歌いたい	も
ヤー・ブルース	や
やぁ 無情	や
Ya Ya (あの時代を忘れない)	Y
YAH YAH YAH	Y
夜間飛行 (ちあきなおみの曲)	や
矢切の渡し (曲)	や
約束 (angelaの曲)	や
約束 (KinKi Kidsの曲)	や
約束 (シンシアの曲)	や
約束 (スガシカオの曲)	や
約束 (高井麻巳子の曲)	や
約束 (mihimaru GTの曲)	や
約束 (ムックの曲)	や
約束 (渡辺徹の曲)	や
約束 I'm with You	や
約束だよ	や
ユア・シックスティーン	ゆ
Your Song (LOVE PSYCHEDELICOの曲)	Y
YOUR SONG〜青春宣誓〜	Y
ユア・ビューティフル	ゆ
Your Heaven	Y
You're My Only Shinin' Star	Y
You are free	Y
ユア・マザー・シュッド・ノウ	ゆ
YOU	Y
You Are Blue, So Am I	Y
ユー・ウォント・シー・ミー	ゆ
ユーヴ・リアリー・ゴッタ・ホールド・オン・ミー	ゆ
夕立ちのあとで	ゆ
ユー・ノウ・ホワット・トゥ・ドゥ	ゆ
U&I	U
You & Me (Superflyの曲)	Y
夜明け (松山千春の曲)	よ
夜明けのスキャット	よ
夜明けのブルース	よ
夜明けのブレス	よ
夜明けの夢	よ
夜明けまえ	よ
yoakemae	Y
夜明けを告げに	よ
ヨイトマケの唄	よ
酔いどれかぐや姫	よ
妖精の詩	よ
予感 (牧島有希の曲)	よ
夜汽車の女	よ
夜汽車は南へ	よ
夜霧のブルース (ディック・ミネの曲)	よ
夜霧の街	よ
LIAR (SPYAIRの曲)	L
Liar （東京女子流）	L
LIAR (中森明菜の曲)	L
LIAR LIAR	L
ライオン (10-FEETの曲)	ら
ライオン (May'n/中島愛の曲)	ら
雷音 (曲)	ら
らいおんハート	ら
ライオンは寝ている	ら
ライク・ア・ローリング・ストーン	ら
LIKE YESTERDAY	L
RISE	R
LIES, LIES.	L
ライディーン (YMOの曲)	ら
RYDEEN 79/07	R
LIGHT IN YOUR HEART	L
Realize (宇徳敬子の曲)	R
Realize (角松敏生の曲)	R
REALIZE (喜多村英梨の曲)	R
Realize (玉置成実の曲)	R
realize	R
Realization	R
REALOVE:REALIFE	R
リアル (Syrup16gの曲)	り
リアル鬼ごっこ (曲)	り
リアルでゴメン・・・	り
Real Force	R
りある_りあるが_あんりある	り
Real Star☆	R
REAL YOU	R
リアル・ラヴ (ビートルズの曲)	り
リアル・ラヴ (メアリー・J. ブライジの曲)	り
ルーキー (サカナクションの曲)	る
ルーシー・イン・ザ・スカイ・ウィズ・ダイアモンズ	る
ルージュの伝言	る
ルーズ・ユアセルフ	る
ルード・ボーイ (リアーナの曲)	る
ループ (坂本真綾の曲)	る
ループ (やゆゆの曲)	る
Loop-the-Loop	L
Room (チェッカーズの曲)	R
ルーム・ライト (室内灯)	る
るーるぶっくを忘れちゃえ	る
ルカルカ★ナイトフィーバー	る
ルシアン・ヒルの上で	る
Looking For	L
Look out	L
LOOK UP TO THE SKY	L
ray of sunshine	R
零時の扉 (松本零士のテーマ)	れ
麗人	れ
raging waves	R
RAISE YOUR HANDS TOGETHER	R
Rainy X'mas Day	R
Rainy days never stays	R
0点チャンピオン	0
0分00秒	0
レイン (ビートルズの曲)	れ
RAIN (GLAYの曲)	R
Rain (松田樹利亜の曲)	R
Rain of Dream 夢の罪	R
レイン・ソング	れ
RAIN-DANCEがきこえる	R
Rainbow (ROUND TABLE featuring Ninoの曲)	R
ロイヤル・ガーデン・ブルース	ろ
Royal Chocolate Flush	R
浪曲一代	ろ
老人と子供のポルカ	ろ
労働讃歌	ろ
ロージー (aikoの曲)	ろ
ローズ (ベット・ミドラーの曲)	ろ
ROSE HIP-BULLET	R
ロード (THE 虎舞竜の曲)	ろ
ROAD TO BUDOKAN 2012 〜Bad Flower〜	R
Rollin' Days	R
ROLL	R
ロール・オーバー・ベートーヴェン	ろ
ロキシーの夜	ろ
ロクサーヌ	ろ
六等星の夜	ろ
ワーズ・オブ・ラヴ	わ
ワールズエンド・スーパーノヴァ	わ
The world is all one !!	T
WILD EYES	W
ワイルド・ハニー・パイ	わ
ワインカラーの少女	わ
WINDING ROAD (絢香×コブクロの曲)	W
Winding Road (ポルノグラフィティの曲)	W
ワインレッドの心	わ
Wow	W
若い季節 (岡田奈々の曲)	わ
若い翼は	わ
若き獅子たち (西城秀樹の曲)	わ
若き旅人	わ
若き血	わ
若さのカタルシス	わ

